CRASH_DATE	SEVERITY	CRASH_TYPE	CYCLISTS	CYCLIST_CASUALTIES	REPORTED_LOCATION	LATITUDE	LONGITUDE
26-Oct-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	COULTER/LUXTON/SOUTHERN CROSS INTERSECTION	-35.235828	149.057992
18-Sep-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	COWPER STREET (DICKSON SHOPS ACCESS -> ANTILL)	-35.250431	149.14069
21-Oct-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	COWPER STREET (DICKSON SHOPS ACCESS -> ANTILL)	-35.250349	149.140736
4-Mar-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	COWPER STREET (DICKSON SHOPS ACCESS -> ANTILL)	-35.250566	149.140613
29-Jun-12	Injury	Other - Vehicle to Vehicle	1	1	COWPER STREET (MORPHETT -> DAVENPORT)	-35.252397	149.139576
23-Oct-15	Injury	Right angle collision	1	1	COWPER/COX INTERSECTION	-35.26334	149.141637
5-Apr-16	Injury	Same direction side swipe	1	1	COWPER/DICKSON INTERSECTION	-35.251123	149.140275
25-Jun-16	Injury	Right turn into oncoming vehicle	1	1	COWPER/DICKSON INTERSECTION	-35.251127	149.140296
16-Aug-14	Injury	Right angle collision	1	1	COWPER/DICKSON SHOPS ACCESS INTERSECTION	-35.249789	149.140876
23-Sep-13	Property Damage Only	Right angle collision	1	0	COWPER/DICKSON SHOPS ACCESS INTERSECTION	-35.249805	149.140918
9-Jun-15	Property Damage Only	Right angle collision	1	0	COWPER/DICKSON SHOPS ACCESS INTERSECTION	-35.249741	149.140959
19-Feb-14	Injury	Right angle collision	1	1	COWPER/DICKSON SHOPS ACCESS INTERSECTION	-35.249816	149.140948
3-Mar-15	Injury	Right angle collision	1	1	COWPER/HOPE INTERSECTION	-35.254741	149.13896
4-May-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	COWPER/HOPE INTERSECTION	-35.254821	149.138838
18-Sep-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	COWPER/IPIMA/LIMESTONE INTERSECTION	-35.265724	149.13776
28-Jul-13	Injury	Right angle collision	1	1	COWPER/SHERBROOKE INTERSECTION	-35.25836	149.140569
9-Jul-14	Injury	Other - Vehicle to Vehicle	1	1	COWPER/TOMS INTERSECTION	-35.265421	149.138552
21-Oct-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	COWPER/TOMS INTERSECTION	-35.26553	149.13867
19-Dec-14	Property Damage Only	Right angle collision	1	0	COWPER/WAKEFIELD INTERSECTION	-35.261721	149.141909
24-May-17	Property Damage Only	Right angle collision	1	0	COWPER/WAKEFIELD INTERSECTION	-35.261702	149.141912
16-Jun-14	Injury	Right angle collision	1	1	COYNE/HAMBIDGE/ISABELLA INTERSECTION	-35.412256	149.12997
2-Mar-14	Injury	Overturned (On Road)	1	1	CRESWELL STREET (CONSTITUTION -> GETTING)	-35.290862	149.144379
23-Mar-17	Property Damage Only	Right angle collision	1	0	CRESWELL/GETTING/PENTLAND INTERSECTION	-35.290572	149.144628
15-Jul-16	Property Damage Only	Struck object  (On Road)	1	0	CRINIGAN CIRCLE (FRANZ BORMANN -> GINN)	-35.183814	149.126834
30-May-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	CRINIGAN CIRCLE (FRANZ BORMANN -> GINN)	-35.183846	149.127512
7-Nov-15	Property Damage Only	Same direction side swipe	1	0	CURRAN/O'HANLON INTERSECTION	-35.188599	149.081442
28-Mar-14	Injury	Right turn into oncoming vehicle	1	1	CURRAN/TEMPERLEY INTERSECTION	-35.183684	149.091038
26-Apr-12	Injury	Right angle collision	1	1	CURRIE/MANUKA/NEW SOUTH WALES/TELOPEA INTERSECTION	-35.31699	149.136689
8-Jun-15	Injury	Right angle collision	1	1	CURRIE/MANUKA/NEW SOUTH WALES/TELOPEA INTERSECTION	-35.31684	149.136773
23-Oct-15	Property Damage Only	Right angle collision	1	0	CURRONG/DIRRAWAN INTERSECTION	-35.281995	149.139968
27-Mar-13	Injury	Other - Vehicle to Vehicle	1	1	DALEY ROAD (DICKSON -> SULLIVANS)	-35.278534	149.115139
31-Jul-14	Injury	Other - Vehicle to Vehicle	1	1	DALEY ROAD (DICKSON -> SULLIVANS)	-35.278531	149.115138
8-Mar-17	Property Damage Only	Rear end collision	1	0	DALEY ROAD (SULLIVANS-> WARD)	-35.279153	149.114937
8-Oct-16	Property Damage Only	Right angle collision	1	0	DALEY/DICKSON INTERSECTION	-35.278112	149.114887
10-Mar-17	Property Damage Only	Right angle collision	1	0	DALEY/DICKSON INTERSECTION	-35.278101	149.114955
9-Feb-13	Property Damage Only	Right turn into oncoming vehicle	1	0	DALEY/NORTH INTERSECTION	-35.274182	149.121071
5-May-17	Injury	Right angle collision	3	2	DALRYMPLE/HINDMARSH/MUGGA INTERSECTION	-35.344444	149.138768
30-Jun-13	Property Damage Only	Right angle collision	1	0	DAMALA/NAMATJIRA INTERSECTION	-35.349147	149.056543
26-Sep-15	Property Damage Only	Right angle collision	1	0	DAMALA/NAMATJIRA INTERSECTION	-35.349076	149.056525
13-Feb-15	Property Damage Only	Right turn into oncoming vehicle	1	0	DARWIN/UNIVERSITY INTERSECTION	-35.280212	149.125892
12-Sep-16	Injury	Other - Vehicle to Vehicle	1	1	DARWINIA TERRACE (THRING -> SULLY)	-35.353765	149.04047
2-Feb-16	Property Damage Only	Rear end collision	2	0	DARWINIA/PERRY INTERSECTION	-35.352858	149.035256
7-Aug-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	DAVID STREET (HAY -> SARGOOD)	-35.263835	149.124849
5-Mar-12	Property Damage Only	Right angle collision	1	0	DAVID STREET (HAY -> SARGOOD)	-35.26361	149.125364
13-May-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	DAVID STREET (HAY -> SARGOOD)	-35.263606	149.125373
16-Oct-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	DAVID STREET (HAY -> SARGOOD)	-35.263685	149.125193
22-Oct-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	DAVID STREET (HAY -> SARGOOD)	-35.263602	149.125383
16-Dec-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	DAVID STREET (HAY -> SARGOOD)	-35.263599	149.125389
9-Aug-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	DAVID STREET (HAY -> SARGOOD)	-35.263589	149.125413
6-May-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	DAVID/MACARTHUR/WATTLE INTERSECTION	-35.260367	149.130712
5-Nov-13	Property Damage Only	Right angle collision	1	0	DAVID/MACARTHUR/WATTLE INTERSECTION	-35.260376	149.130793
6-Nov-13	Property Damage Only	Right angle collision	1	0	DAVID/MACPHERSON/MCCAUGHEY INTERSECTION	-35.264986	149.122363
13-May-13	Property Damage Only	Right angle collision	1	0	DAVID/MACPHERSON/MCCAUGHEY INTERSECTION	-35.264881	149.122295
12-Aug-15	Property Damage Only	Right angle collision	1	0	DAVID/MACPHERSON/MCCAUGHEY INTERSECTION	-35.264964	149.122269
5-Jul-16	Injury	Right angle collision	1	1	DAVID/MACPHERSON/MCCAUGHEY INTERSECTION	-35.264951	149.122297
28-Sep-16	Property Damage Only	Right angle collision	1	0	DAVID/MACPHERSON/MCCAUGHEY INTERSECTION	-35.264979	149.122234
18-Dec-12	Injury	Right angle collision	1	1	DAWES/WENTWORTH INTERSECTION	-35.31676	149.145423
29-Apr-12	Injury	Rear end collision	2	1	DAWES/WENTWORTH INTERSECTION	-35.316722	149.145523
25-Jun-15	Property Damage Only	Right angle collision	1	0	DAWES/WENTWORTH INTERSECTION	-35.316652	149.145701
27-Feb-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	DE BURGH STREET (BERRIGAN/WATTLE -> OWEN)	-35.25861	149.130966
28-May-12	Injury	Right angle collision	1	1	DE BURGH STREET (DE BURGH -> MURDOCH)	-35.253682	149.13194
30-Nov-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	DE GRAAFF STREET (CORNISH -> WINTON)	-35.335116	149.043257
1-Jan-16	Property Damage Only	Right turn into oncoming vehicle	1	0	DEVONPORT/LAUNCESTON INTERSECTION	-35.340018	149.076653
25-Nov-15	Property Damage Only	Right turn into oncoming vehicle	1	0	DIBBS/HANNAN INTERSECTION	-35.253258	149.151178
3-Feb-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	DICKSON PLACE (COWPER -> BADHAM)	-35.250486	149.138603
25-May-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	DICKSON SHOPS ACCESS ROAD (ANTIL -> COWPER)	-35.249329	149.139669
3-Mar-15	Injury	Right angle collision	1	1	DIXON/MULLEY INTERSECTION	-35.329383	149.048044
11-Apr-17	Injury	Right angle collision	1	1	DIXON/WARRAGAMBA INTERSECTION	-35.330675	149.040911
28-Jun-13	Property Damage Only	Right angle collision	1	0	DOMINION/MELBOURNE INTERSECTION	-35.315441	149.1181
27-Aug-12	Property Damage Only	Right angle collision	1	0	DONALDSON/DOONKUNA/ELOUERA INTERSECTION	-35.275218	149.136951
19-May-14	Injury	Right angle collision	1	1	DONALDSON/DOONKUNA/ELOUERA INTERSECTION	-35.275188	149.136934
1-Feb-13	Injury	Right angle collision	1	1	DONALDSON/DOONKUNA/ELOUERA INTERSECTION	-35.275186	149.136889
7-Jul-12	Injury	Right turn into oncoming vehicle	1	1	DONALDSON/DOONKUNA/ELOUERA INTERSECTION	-35.275187	149.136885
10-Feb-12	Injury	Right angle collision	1	1	DONALDSON/DOONKUNA/ELOUERA INTERSECTION	-35.275215	149.136949
18-Feb-13	Injury	Right angle collision	1	1	DONALDSON/ELIMATTA INTERSECTION	-35.274625	149.138328
4-Sep-13	Injury	Right angle collision	1	1	DOORING/MONCRIEFF INTERSECTION	-35.256734	149.135146
5-Mar-12	Property Damage Only	Right angle collision	1	0	DOORING/MONCRIEFF INTERSECTION	-35.256702	149.135034
30-Mar-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	DOWNARD/GURR INTERSECTION	-35.439506	149.104204
19-Mar-16	Injury	Other -  Single Vehicle (On Road)	1	1	DRAKEFORD DRIVE (ATHLLON/ISABELLA -> ERINDALE/SOWARD)	-35.417082	149.075339
31-Jan-17	Property Damage Only	Same direction side swipe	1	0	DRAKEFORD DRIVE (ERINDALE/SOWARD -> MORTIMER LEWIS)	-35.414873	149.074387
23-Feb-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	DRAKEFORD/ERINDALE/SOWARD INTERSECTION	-35.415365	149.074637
28-May-14	Injury	Right angle collision	1	1	DRAKEFORD/ERINDALE/SOWARD INTERSECTION	-35.415347	149.074628
25-Sep-12	Injury	Right turn into oncoming vehicle	1	1	DRAKEFORD/HURTLE INTERSECTION	-35.433924	149.08803
14-Dec-13	Property Damage Only	Same direction side swipe	1	0	DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION	-35.43768	149.091297
15-Aug-12	Property Damage Only	Right angle collision	1	0	DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION	-35.437818	149.091418
6-Jan-14	Property Damage Only	Right angle collision	1	0	DRAKEFORD/NOOROOMA INTERSECTION	-35.429384	149.085695
3-Jul-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	DRAKEFORD/SULWOOD/TUGGERANONG INTERSECTION	-35.3739	149.056932
1-Dec-16	Injury	Other - Vehicle to Vehicle	1	1	DRAKEFORD/SULWOOD/TUGGERANONG INTERSECTION	-35.3739	149.056932
28-Apr-16	Property Damage Only	Right turn into oncoming vehicle	1	0	DRYANDRA/FRITH INTERSECTION	-35.265367	149.111562
11-Jul-14	Injury	Right angle collision	1	1	DUDLEY/NOVAR/NOVASADELERM INTERSECTION	-35.313132	149.098261
12-Sep-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	DUDLEY/NOVAR/NOVASADELERM INTERSECTION	-35.313227	149.098166
6-Apr-17	Injury	Right angle collision	1	1	DUDLEY/NOVAR/NOVASADELERM INTERSECTION	-35.31314	149.098261
4-Apr-12	Property Damage Only	Other -  Single Vehicle (On Road)	1	0	DUMAS/WILLIAM WEBB INTERSECTION	-35.214086	149.072415
26-Oct-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	EAST ROW (ALINGA/CITY/MORT -> LONDON)	-35.279329	149.130501
18-Jan-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	EASTERN VALLEY/BELCONNEN POOL ENTRY INTERSECTION	-35.241974	149.073578
27-Jan-16	Injury	Right angle collision	1	1	EASTERN VALLEY/HENNESSY INTERSECTION	-35.248192	149.076063
27-Jan-16	Injury	Struck pedestrian (On Road)	1	0	EASTLAKE PARADE (GILES -> EYRE)	-35.313696	149.146778
3-Apr-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	EASTLAKE PARADE (GILES -> EYRE)	-35.313198	149.146489
12-Nov-14	Injury	Collision with parked vehicle	1	1	EASTLAKE PDE (TREVILLIAN QY -> GILES ST)	-35.311686	149.145614
21-Apr-13	Injury	Collision with parked vehicle	1	1	EASTLAKE PDE (WENTWORTH AV -> TREVILLIAN QY)	-35.310468	149.143288
12-Oct-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	EASTLAKE PDE (WENTWORTH AV -> TREVILLIAN QY)	-35.310708	149.142134
10-Jul-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	EASTLAKE PDE (WENTWORTH AV -> TREVILLIAN QY)	-35.311256	149.145365
7-Sep-16	Property Damage Only	Same direction side swipe	1	0	EASTLAKE PDE (WENTWORTH AV -> TREVILLIAN QY)	-35.310996	149.145214
10-Nov-16	Property Damage Only	Same direction side swipe	1	0	EASTLAKE PDE (WENTWORTH AV -> TREVILLIAN QY)	-35.311276	149.145377
26-Feb-17	Property Damage Only	Same direction side swipe	1	0	EASTLAKE PDE (WENTWORTH AV -> TREVILLIAN QY)	-35.311311	149.145397
20-Oct-14	Property Damage Only	Rear end collision	1	0	EASTY STREET(GUARDIAN -> SURPRIZE)	-35.34649	149.090916
30-Jan-12	Property Damage Only	Right angle collision	1	0	EASTY/LAUNCESTON INTERSECTION	-35.340995	149.089326
18-Jun-13	Injury	Right angle collision	1	1	EASTY/LAUNCESTON INTERSECTION	-35.341107	149.089402
10-Sep-12	Injury	Right angle collision	1	1	EASTY/LAUNCESTON INTERSECTION	-35.341064	149.089372
18-Oct-16	Injury	Same direction side swipe	1	1	EASTY/LAUNCESTON INTERSECTION	-35.341102	149.089398
4-Jun-14	Property Damage Only	Right angle collision	1	0	EBDEN/OFFICER/TYSON INTERSECTION	-35.259282	149.147708
20-Mar-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	EDINBURGH/MARCUS CLARKE INTERSECTION	-35.283595	149.124579
13-Mar-15	Injury	Right angle collision	1	1	EDINBURGH/MARCUS CLARKE INTERSECTION	-35.28357	149.124718
20-Aug-15	Property Damage Only	Right angle collision	1	0	EDINBURGH/MARCUS CLARKE INTERSECTION	-35.283703	149.124641
8-Jun-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	EFKARPIDIS ST (GUNGAHLIN PL -> HINDER ST)	-35.186981	149.135928
20-Jun-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	EFKARPIDIS STREET (GOZZARD -> GUNGAHLIN)	-35.186484	149.132936
8-Nov-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	EFKARPIDIS STREET (GOZZARD -> GUNGAHLIN)	-35.18666	149.133993
19-May-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	EGGLESTON CRESCENT (CHARTERIS -> CHARTERIS)	-35.353043	149.080857
6-Mar-14	Property Damage Only	Rear end collision	1	0	EGGLESTON/GARRAN INTERSECTION	-35.282497	149.116662
9-Jan-12	Property Damage Only	Right angle collision	1	0	EGGLESTON/MELROSE INTERSECTION	-35.351625	149.085165
23-Apr-14	Property Damage Only	Right angle collision	1	0	ELDER/LIMESTONE/HIGGINS INTERSECTION	-35.272024	149.141104
7-Feb-12	Injury	Other - Vehicle to Vehicle	1	1	ELLENBOROUGH/GINNINDERRA/MOUAT/RIGGALL INTERSECTION	-35.24276	149.126211
19-Feb-13	Property Damage Only	Right angle collision	1	0	ELLENBOROUGH/GINNINDERRA/MOUAT/RIGGALL INTERSECTION	-35.242907	149.126625
15-Jan-14	Property Damage Only	Same direction side swipe	1	0	ELLENBOROUGH/GINNINDERRA/MOUAT/RIGGALL INTERSECTION	-35.24309	149.126684
7-Mar-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	ELLENBOROUGH/GINNINDERRA/MOUAT/RIGGALL INTERSECTION	-35.242776	149.126349
21-Oct-14	Property Damage Only	Right angle collision	1	0	ELLENBOROUGH/GINNINDERRA/MOUAT/RIGGALL INTERSECTION	-35.242849	149.126569
13-Nov-14	Injury	Right angle collision	1	1	ELLERY/MARCUS CLARKE INTERSECTION	-35.281777	149.123655
13-Nov-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	ELOUERA STREET (GOULD/NORTHBOURNE -> MORT)	-35.273115	149.130708
18-Aug-16	Injury	Collision with parked vehicle	1	1	ELOUERA STREET (LONSDALE -> TORRENS)	-35.273441	149.133711
17-Jan-15	Property Damage Only	Same direction side swipe	1	0	ELOUERA/GOULD/NORTHBOURNE INTERSECTION	-35.27306	149.130211
17-Sep-14	Injury	Same direction side swipe	1	1	ELOUERA/GOULD/NORTHBOURNE INTERSECTION	-35.27305	149.130113
26-May-14	Property Damage Only	Same direction side swipe	1	0	ELOUERA/GOULD/NORTHBOURNE INTERSECTION	-35.27305	149.130113
24-Jan-17	Property Damage Only	Same direction side swipe	1	0	ELOUERA/GOULD/NORTHBOURNE INTERSECTION	-35.27306	149.130211
18-Jun-16	Property Damage Only	Right angle collision	1	0	ELOUERA/LONSDALE INTERSECTION	-35.273325	149.132642
14-Apr-16	Property Damage Only	Right turn into oncoming vehicle	1	0	ELOUERA/MORT INTERSECTION	-35.273192	149.131415
20-Jul-16	Property Damage Only	Right angle collision	1	0	ELOUERA/MORT INTERSECTION	-35.273211	149.131589
9-Aug-12	Injury	Right angle collision	1	1	ELOUERA/TORRENS INTERSECTION	-35.273307	149.134126
28-Jan-16	Property Damage Only	Right angle collision	1	0	ELOUERA/TORRENS INTERSECTION	-35.273412	149.134109
2-Dec-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	EMU BANK (BENJAMIN -> SOUNDY/VERYARD)	-35.236233	149.068306
28-Aug-13	Injury	Other - Vehicle to Vehicle	1	1	EMU BANK (BENJAMIN -> SOUNDY/VERYARD)	-35.236945	149.070581
6-Oct-12	Injury	Right angle collision	1	1	ERINDALE/STERNBERG INTERSECTION	-35.40301	149.105997
11-Apr-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	EUREE/LIMESTONE/TRELOAR INTERSECTION	-35.279249	149.145596
10-Jun-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	EYRE STREET (WENTWORTH -> HOWITT)	-35.315413	149.144197
24-May-16	Property Damage Only	Right angle collision	1	0	EYRE/KENNEDY INTERSECTION	-35.317049	149.141563
5-Jun-12	Property Damage Only	Struck object  (On Road)	1	0	FAIRBAIRN/MAJURA INTERSECTION	-35.29915	149.1805
8-Apr-14	Property Damage Only	Right angle collision	1	0	FAIRBAIRN/ROBERT CAMPBELL INTERSECTION	-35.29244	149.170456
31-Oct-16	Property Damage Only	Right angle collision	1	0	FAIRBAIRN/TRUSCOTT INTERSECTION	-35.285931	149.163375
4-Jun-13	Injury	Right angle collision	1	1	FAIRFAX/DRYANDRA INTERSECTION	-35.258714	149.10984
15-Jan-13	Property Damage Only	Right angle collision	1	0	FAIRFAX/DRYANDRA INTERSECTION	-35.258727	149.110191
18-Sep-13	Property Damage Only	Right angle collision	1	0	FAIRFAX/DRYANDRA INTERSECTION	-35.25871	149.109958
3-Feb-16	Property Damage Only	Right angle collision	1	0	FAIRFAX/MACARTHUR/MILLER INTERSECTION	-35.258775	149.115357
30-Jun-14	Injury	Right angle collision	1	1	FARRELL/MARCUS CLARKE INTERSECTION	-35.280827	149.124481
16-Jan-15	Property Damage Only	Right turn into oncoming vehicle	1	0	FARRELL/MARCUS CLARKE INTERSECTION	-35.280746	149.124419
11-Apr-13	Property Damage Only	Right turn into oncoming vehicle	1	0	FARRELL/MARCUS CLARKE INTERSECTION	-35.280778	149.124391
4-Nov-13	Injury	Right turn into oncoming vehicle	1	1	FARRELL/MARCUS CLARKE INTERSECTION	-35.28079	149.124418
14-Oct-12	Injury	Fall from moving vehicle (On Road)	1	1	FARRELL/MARCUS CLARKE INTERSECTION	-35.280823	149.124351
13-Oct-15	Property Damage Only	Same direction side swipe	1	0	FARRELL/MARCUS CLARKE INTERSECTION	-35.280783	149.124386
28-Jul-16	Injury	Same direction side swipe	1	1	FARRELL/MARCUS CLARKE INTERSECTION	-35.280817	149.124464
26-Apr-17	Property Damage Only	Right turn into oncoming vehicle	1	0	FARRELL/MARCUS CLARKE INTERSECTION	-35.280805	149.124445
3-May-17	Injury	Same direction side swipe	1	1	FARRELL/MARCUS CLARKE INTERSECTION	-35.280837	149.124497
1-Jul-14	Injury	Right angle collision	1	1	FAUNCE/MILLER INTERSECTION	-35.265397	149.11429
24-Feb-16	Injury	Right angle collision	1	1	FAUNCE/MILLER INTERSECTION	-35.265389	149.114206
4-Jan-13	Injury	Collision with parked vehicle	1	1	FEDERAL HIGHWAY (ZELLING -> ANTILL)	-35.22529	149.163014
6-Nov-15	Property Damage Only	Rear end collision	1	0	FEDERAL/OLD WELL STATION INTERSECTION	-35.228901	149.153868
6-May-17	Property Damage Only	Right angle collision	1	0	FEDERAL/OLD WELL STATION INTERSECTION	-35.228936	149.153999
14-Jul-16	Property Damage Only	Right angle collision	1	0	FEDERAL/ZELLING INTERSECTION	-35.225955	149.161086
4-Sep-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	FELLOWS ROAD (SULLIVANS CREEK -> EAST)	-35.279419	149.11859
10-May-13	Property Damage Only	Right angle collision	1	0	FINCHAM/STERNBERG INTERSECTION	-35.400559	149.08566
7-Mar-12	Injury	Right angle collision	1	1	FINCHAM/WHEELER INTERSECTION	-35.395352	149.078564
11-Jul-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	FINDLAY/KINGSFORD SMITH INTERSECTION	-35.237072	149.031869
22-Sep-12	Fatal	Struck object (Off Road)	1	1	FITZHARDINGE CRESCENT (CALLAGHAN -> READ)	-35.216563	149.067735
12-May-16	Property Damage Only	Right angle collision	1	0	FLEMINGTON RD/ FLEMINGTON RD.SRV.RD 8 (SW) INTERSECTION	-35.193494	149.150951
5-Dec-13	Property Damage Only	Right angle collision	1	0	FLEMINGTON RD/MANNING CLARK INTERSECTION	-35.187254	149.143962
3-May-14	Injury	Struck pedestrian (On Road)	1	1	FLEMINGTON ROAD (EPIC ACCESS -> RANDWICK)	-35.231865	149.144931
17-Feb-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	FLEMINGTON ROAD (EPIC ACCESS -> RANDWICK)	-35.231376	149.144903
11-Feb-13	Injury	Other - Vehicle to Vehicle	1	1	FLEMINGTON ROAD (LYSAGHT -> WELLS STATION)	-35.210418	149.147065
31-Oct-14	Injury	Right angle collision	1	1	FLEMINGTON/HIBBERSON/KATE CRACE INTERSECTION	-35.186261	149.13924
21-Jul-12	Injury	Right turn into oncoming vehicle	1	1	FLEMINGTON/HIBBERSON/KATE CRACE INTERSECTION	-35.186248	149.139333
27-Apr-15	Property Damage Only	Right angle collision	1	0	FLEMINGTON/LYSAGHT INTERSECTION	-35.21594	149.145668
2-Apr-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	FLEMINGTON/MAPLETON/MANNING CLARK INTERSECTION	-35.194008	149.150845
4-Feb-15	Injury	Other - Vehicle to Vehicle	1	1	FLEMINGTON/MORISSET/SANDFORD INTERSECTION	-35.221149	149.14479
29-Apr-13	Property Damage Only	Same direction side swipe	1	0	FLEMINGTON/MORISSET/SANDFORD INTERSECTION	-35.221318	149.144751
25-Oct-12	Injury	Opposite direction side swipe	1	1	FLINDERS WAY (LA PEROUSE -> DURVILLE)	-35.326365	149.130831
24-Sep-15	Injury	Struck pedestrian (Off Road)	1	1	FLINDERS WAY (MONARO -> MUGGA)	-35.329583	149.123745
23-May-12	Property Damage Only	Same direction side swipe	1	0	FLINDERS/LA PEROUSE INTERSECTION	-35.326243	149.131094
6-May-15	Injury	Right angle collision	1	1	FLINDERS/MONARO INTERSECTION	-35.32839	149.127728
4-Jul-13	Property Damage Only	Right angle collision	1	0	FLINDERS/MUGGA INTERSECTION	-35.329506	149.122598
30-Jul-14	Property Damage Only	Right angle collision	1	0	FLOREY/GINNINDERRA INTERSECTION	-35.205457	149.027081
20-Nov-12	Injury	Other - Vehicle to Vehicle	1	1	FLOREY/HAYWARD INTERSECTION	-35.214181	149.020755
21-Oct-13	Injury	Other - Vehicle to Vehicle	1	1	FLOREY/OSBURN INTERSECTION	-35.212938	149.023853
28-Oct-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	FLYNN DRIVE (KAYE -> KAYE)	-35.298227	149.123019
30-May-14	Injury	Same direction side swipe	1	1	FLYNN/STATE INTERSECTION	-35.304152	149.122369
10-Jun-14	Injury	Same direction side swipe	1	1	FLYNN/STATE INTERSECTION	-35.304274	149.122383
22-Feb-13	Injury	Other - Vehicle to Vehicle	1	1	FOA/WATTLE INTERSECTION	-35.252745	149.124848
4-Jul-12	Injury	Right turn into oncoming vehicle	1	1	FORBES STREET (TOWNS -> CONDAMINE)	-35.265239	149.129973
13-Apr-17	Injury	Other - Vehicle to Vehicle	1	1	FORBES STREET (TOWNS -> CONDAMINE)	-35.264918	149.130024
2-May-16	Property Damage Only	Right angle collision	1	0	FRANCIS/MUGGA INTERSECTION	-35.335625	149.122239
1-Sep-14	Property Damage Only	Right angle collision	1	0	FROGGATT/MASSON INTERSECTION	-35.269151	149.119393
13-Oct-15	Property Damage Only	Right angle collision	1	0	FROGGATT/ORMOND INTERSECTION	-35.267707	149.119292
19-Jan-14	Property Damage Only	Right angle collision	1	0	FURNEAUX/MANUKA INTERSECTION	-35.319155	149.133043
17-Sep-15	Injury	Right angle collision	1	1	FURNEAUX/MANUKA INTERSECTION	-35.319097	149.133127
4-Sep-12	Property Damage Only	Right turn into oncoming vehicle	1	0	FURZER/LAUNCESTON INTERSECTION	-35.34066	149.084255
19-Nov-13	Property Damage Only	Right turn into oncoming vehicle	1	0	FURZER/WORGAN INTERSECTION	-35.341974	149.083846
15-Jun-12	Injury	Right angle collision	1	1	GARRAN ROAD (EGGLESTON -> FELLOWS)	-35.282677	149.117029
29-Nov-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	GARRAN ROAD (WARD -> EGGLESTON)	-35.281919	149.11551
26-Sep-13	Property Damage Only	Right angle collision	1	0	GARRAN/LIVERSIDGE/McCOY INTERSECTION	-35.28357	149.119862
14-Oct-13	Property Damage Only	Right angle collision	1	0	GARRAN/LIVERSIDGE/McCOY INTERSECTION	-35.283565	149.119855
24-Oct-13	Property Damage Only	Right angle collision	1	0	GARRAN/LIVERSIDGE/McCOY INTERSECTION	-35.283566	149.119857
5-Mar-12	Property Damage Only	Right angle collision	1	0	GARRYOWEN DRIVE (LADY DENMAN -> RUSTY ROBERTSON)	-35.286167	149.101768
3-Jul-12	Injury	Right angle collision	1	1	GARTSIDE/MCBRYDE INTERSECTION	-35.40508	149.101171
19-Nov-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	GEEVES/TILLYARD INTERSECTION	-35.204767	149.037583
7-Aug-15	Property Damage Only	Rear end collision	1	0	GENGE (NARELLAN -> BUNDA)	-35.277212	149.132155
25-Jul-15	Property Damage Only	Right angle collision	1	0	GENGE/NARELLAN INTERSECTION	-35.276868	149.132207
